Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Size and Fit (product.metafields.custom.size_and_fit),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / European Union,Price / European Union,Compare At Price / European Union,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
citizen-of-humanity-short-ayla,,,,,,,,,Blue,,,29,,,,,7252118B3017AI25,454.000603133,shopify,deny,manual,319.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23287291_55255353_1000.webp?v=1758553911,2,Close-up of blue denim Ayla shorts waist and pockets,,,,,,,,,,,,lb,,,,,,,,,,,,
citizen-of-humanity-short-ayla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23287291_55255374_1000.webp?v=1758553910,3,"Model wearing blue denim Ayla shorts, front view",,,,,,,,,,,,,,,,,,,,,,,,
citizen-of-humanity-short-ayla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23287291_55255389_1000.webp?v=1758553910,4,"Model wearing blue denim Ayla shorts, front close view",,,,,,,,,,,,,,,,,,,,,,,,
citizen-of-humanity-short-ayla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23287291_55255354_1000.webp?v=1758553911,5,"Model wearing blue denim Ayla shorts, back view",,,,,,,,,,,,,,,,,,,,,,,,
norma-kamali-pantaloni-elephant,Elephant Sequin Wide-Leg Pants,"<p>Shimmering in allover bronze sequins, these wide-leg pants bring effortless evening glamour with a fluid, relaxed drape. A boyfriend-inspired silhouette and elasticated waistband keep the look comfortable while delivering standout sparkle.</p><ul>
<li>95% polyester, 5% elastane</li>
<li>Allover sequin embellishment</li>
<li>Wide-leg, relaxed fit</li>
<li>Elasticated waistband</li>
<li>Color: bronze</li>
</ul><br><p>691ST4247SQ212PE25</p>",Norma Kamali,Apparel & Accessories > Clothing > Pants > Trousers,Pants,"Abbigliamento, Apparel & Accessories > Clothing, Convictional, DONNA, monostate-il-sellaio, NORMA KAMALI, pantalone, relisted",false,Color,Bronze,,Size,XS,,,,,691ST4247SQ212PE25,600.011987036,shopify,deny,manual,302.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27835472_57577775_1000.webp?v=1758553911,1,Bronze sequin wide-leg pants front view,false,Norma Kamali Elephant Sequin Wide-Leg Pants,"Norma Kamali Elephant wide-leg pants in allover bronze sequins with a relaxed boyfriend fit and elastic waist. 95% polyester, 5% elastane.",,metallic,,,,,,,lb,,,true,,,true,,,true,,,active
norma-kamali-pantaloni-elephant,,,,,,,,,Bronze,,,S,,,,,691ST4247SQ212PE25,620.015410553,shopify,deny,manual,302.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27835472_57577778_1000.webp?v=1758553911,2,Close-up of bronze sequin pants waistband and fabric,,,,,,,,,,,,lb,,,,,,,,,,,,
norma-kamali-pantaloni-elephant,,,,,,,,,Bronze,,,M,,,,,691ST4247SQ212PE25,640.01883407,shopify,deny,manual,302.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27835472_57577779_1000.webp?v=1758553911,3,Bronze sequin wide-leg pants three-quarter view,,,,,,,,,,,,lb,,,,,,,,,,,,
norma-kamali-pantaloni-elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27835472_57577764_1000.webp?v=1758553911,4,Model wearing matching bronze sequin set with wide-leg pants,,,,,,,,,,,,,,,,,,,,,,,,
norma-kamali-pantaloni-elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27835472_57577763_1000.webp?v=1758553911,5,Bronze sequin wide-leg pants back view,,,,,,,,,,,,,,,,,,,,,,,,
rabanne-maglione-beige,Ribbed Merino Wool Sweater With Shoulder Buttons,"<p>A refined merino wool sweater defined by an asymmetric ribbed panel that drapes across the shoulder. Finished with glossy gold tone buttons along a diagonal closure, it brings modern polish to a soft, midweight knit.</p><ul>
<li>100% merino wool</li>
<li>Asymmetric ribbed shoulder panel</li>
<li>Gold tone button detail</li>
<li>Long sleeves, ribbed cuffs</li>
<li>Dry clean recommended</li>
</ul><br><p>SKU: 661AMPU284ML0285P279AI25</p>",Rabanne,Apparel & Accessories > Clothing > Clothing Tops > Sweaters,Sweaters,"Abbigliamento, Convictional, delisted, DONNA, Maglie, monostate-il-sellaio, Nuovi Arrivi, RABANNE",false,Color,Beige,,Size,S,,,,,661AMPU284ML0285P279AI25,499.994869451,shopify,deny,manual,750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/25AMPU284ML0285_P279_2_d91863ff-15b2-43bf-b204-450a8267cb5f.jpg?v=1758553910,1,"Beige merino sweater with asymmetric ribbed shoulder panel and gold buttons, front view",false,Rabanne Ribbed Merino Wool Sweater in Beige,Merino wool sweater with an asymmetric ribbed shoulder panel and gold tone buttons. Soft midweight knit with long sleeves and ribbed cuffs.,,tan,,,,,,,lb,,,true,,,true,,,true,,,active
rabanne-maglione-beige,,,,,,,,,Beige,,,M,,,,,661AMPU284ML0285P279AI25,519.998292968,shopify,deny,manual,750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/LOOK57_4568.webp?v=1758553910,2,"Model wearing beige asymmetric-button sweater, side view",,,,,,,,,,,,lb,,,,,,,,,,,,
rabanne-maglione-beige,,,,,,,,,Beige,,,L,,,,,661AMPU284ML0285P279AI25,540.001716485,shopify,deny,manual,750.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/LOOK57_4582.webp?v=1758553910,3,Back view of beige sweater with draped ribbed panel,,,,,,,,,,,,lb,,,,,,,,,,,,
rabanne-maglione-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/LOOK57_4587.webp?v=1758553911,4,Close front view of beige sweater with diagonal gold buttons,,,,,,,,,,,,,,,,,,,,,,,,
rabanne-maglione-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/25AMPU284ML0285_P279_2_c5df2790-93b4-4d7f-b721-3c9bfc3bbf1f.jpg?v=1758553911,5,"",,,,,,,,,,,,,,,,,,,,,,,,
adidas-by-stella-mccartney-leggings-fluo,Fluo-Print Recycled Polyester Leggings,"<p>High-rise performance leggings in a vivid neon green, finished with sleek contrast lines for a dynamic look. Made from recycled polyester with added stretch, they contour comfortably and move with you, while a wide elasticated waistband and discreet back pocket keep essentials secure during training.</p>
<ul>
<li>79% recycled polyester, 21% elastane</li>
<li>High-rise elasticated waist</li>
<li>Back pocket</li>
<li>Contrast graphic details</li>
<li>Machine wash cold</li>
</ul>
<br>
<p>570JJ0132PE25</p>",Adidas by stella,Apparel & Accessories > Clothing > Activewear > Activewear Pants > Leggings,Activewear,"Abbigliamento, Adidas By Stella, Apparel & Accessories > Clothing, Convictional, DONNA, LEGGINGS, monostate-il-sellaio",false,Color,Neon green,,Size,XS,,Stagione,PE25,,570JJ0132PE25XS,199.988875933,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/103_jj0132-green_02.webp?v=1758553910,1,"",false,Adidas by Stella High-Rise Fluo-Print Leggings,"High-rise neon green performance leggings in recycled polyester stretch with contrast lines, wide waistband, and a discreet back pocket.",,green,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/103_jj0132-green_02.webp?v=1758553910,lb,,,true,,,true,,,true,,,active
adidas-by-stella-mccartney-leggings-fluo,,,,,,,,,Neon green,,,S,,,PE25,,570JJ0132PE25S,199.988875933,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/103_jj0132-green_03.webp?v=1758553911,2,"Matching neon green workout set with leggings, full body view",,,,,,,,,,,,lb,,,,,,,,,,,,
adidas-by-stella-mccartney-leggings-fluo,,,,,,,,,Neon green,,,M,,,PE25,,570JJ0132PE25M,199.988875933,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/103_jj0132-green_04.webp?v=1758553911,3,Neon green leggings side view with graphic lines,,,,,,,,,,,,lb,,,,,,,,,,,,
adidas-by-stella-mccartney-leggings-fluo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/103_jj0132-green_05.webp?v=1758553911,4,Neon green leggings back view with waistband and reflective-style details,,,,,,,,,,,,,,,,,,,,,,,,
aspesi-giacca-verde-hibiscus,Hibiscus Cotton Jacket,"<p>Crafted in crisp cotton gabardine, the Hibiscus jacket brings a refined utility mood to everyday dressing. A clean zip front is complemented by concealed snap fastenings, while structured details lend a polished, contemporary finish.</p>
<ul>
<li>100% cotton</li>
<li>Front zip closure</li>
<li>Concealed snap buttons</li>
<li>Four front flap pockets</li>
<li>Shoulder tabs</li>
</ul>
<br>
001G1235L116PE25",Aspesi,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Sport Jackets,Outerwear,"Abbigliamento, Apparel & Accessories > Clothing, ASPESI, Convictional, delisted, DONNA, GIACCA, monostate-il-sellaio",false,Color,Green,,Size,M,,Stagione,PE25,,001G1235L116PE25,900.017980554,shopify,deny,manual,595.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/giubbotto-mini-field-vento-in-gabardina-s5-a-cg20-l116-64237-638ac30c9975ae81e1168a44c4a62e8b.webp?v=1758553911,1,"",false,Aspesi Hibiscus Cotton Jacket - Green,"Aspesi Hibiscus green cotton jacket with front zip, hidden snap buttons, four flap pockets, and shoulder tabs.",,green,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/giubbotto-mini-field-vento-in-gabardina-s5-a-cg20-l116-64237-638ac30c9975ae81e1168a44c4a62e8b.webp?v=1758553911,lb,,0.00,true,,,true,,,true,,,active
aspesi-giacca-verde-hibiscus,,,,,,,,,Green,,,L,,,PE25,,001G1235L116PE25,900.017980554,shopify,deny,manual,595.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/giubbotto-mini-field-vento-in-gabardina-s5-a-cg20-l116-64237-ea14aabce6d5855654e7abc548b31f3c-2.webp?v=1758553910,2,"",,,,,,,,,,,,lb,,0.00,,,,,,,,,,
aspesi-giacca-verde-hibiscus,,,,,,,,,Green,,,S,,,PE25,,001G1235L116PE25,900.017980554,shopify,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,0.00,,,,,,,,,,
autry-sneakers-clc-lizard,CLC White Lizard Leather Sneakers,"<p>These refined sneakers pair supple leather with soft suede and breathable micro-mesh for an elevated everyday finish. A micro-mesh toe adds lightness and comfort, balancing sporty construction with polished detail.</p>
<ul>
<li>95% leather, 5% suede</li>
<li>Leather, suede and micro-mesh upper</li>
<li>Micro-mesh toe</li>
</ul>
<br>
<p>SKU: 631ROLWTE02AI25</p>",Autry,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Abbigliamento, Apparel & Accessories > Shoes, AUTRY, Convictional, delisted, DONNA, monostate-il-sellaio, Nuovi Arrivi, SNEAKERS",false,Color,WHITE LIZARD,,Size,36,,Stagione,AI25,,631ROLWTE02AI25,900.017980554,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/sneakers_clc_low_in_pelle_whisper_white_lizard_e_platinum_839173_dettaglio_02_20250710112151.webp?v=1758553910,1,"",false,Autry CLC White Lizard Leather Sneakers,Autry CLC sneakers in white lizard-effect leather with suede and micromesh details. Low-top style with breathable mesh toe.,,white,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/sneakers_clc_low_in_pelle_whisper_white_lizard_e_platinum_839173_dettaglio_02_20250710112151.webp?v=1758553910,lb,,,true,,,true,,,true,,,active
autry-sneakers-clc-lizard,,,,,,,,,WHITE LIZARD,,,37,,,AI25,,631ROLWTE02AI25,900.017980554,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/sneakers_clc_low_in_pelle_whisper_white_lizard_e_platinum_839173_dettaglio_retina_23_20250710112202.webp?v=1758553911,2,"",,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-clc-lizard,,,,,,,,,WHITE LIZARD,,,38,,,AI25,,631ROLWTE02AI25,900.017980554,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/sneakers_clc_low_in_pelle_whisper_white_lizard_e_platinum_839173_dettaglio_retina_26_20250710112205.webp?v=1758553911,3,"",,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-clc-lizard,,,,,,,,,WHITE LIZARD,,,39,,,AI25,,631ROLWTE02AI25,900.017980554,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/sneakers_clc_low_in_pelle_whisper_white_lizard_e_platinum_839173_dettaglio_retina_29_20250710112207.webp?v=1758553911,4,"",,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-clc-lizard,,,,,,,,,WHITE LIZARD,,,40,,,AI25,,631ROLWTE02AI25,900.017980554,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/sneakers_clc_low_in_pelle_whisper_white_lizard_e_platinum_839173_dettaglio_retina_32_20250710112209.webp?v=1758553911,5,"",,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-clc-lizard,,,,,,,,,WHITE LIZARD,,,41,,,AI25,,631ROLWTE02AI25,900.017980554,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/sneakers_clc_low_in_pelle_whisper_white_lizard_e_platinum_839173_dettaglio_retina_35_20250710112210.jpg?v=1758553911,6,"",,,,,,,,,,,,lb,,,,,,,,,,,,
golden-goose-camicia-avorio,Crystal-Collar Viscose-Cotton Shirt,"<p>A refined long-sleeve shirt in a fluid papyrus-hued viscose-cotton blend, finished with subtle tonal stripes for quiet dimension. A rhinestone-embellished classic collar and concealed front placket lend a polished, elevated feel that transitions seamlessly from day to evening.</p><ul>
<li>96% viscose, 4% cotton</li>
<li>Long sleeves</li>
<li>Curved hem</li>
<li>Concealed front placket</li>
<li>Rhinestone-trim collar</li>
<li>Color: Papyrus (ivory)</li>
</ul><br><p>085GWP02034P1906PE25</p>",Golden goose,Apparel & Accessories > Clothing > Clothing Tops > Shirts,Shirts,"Abbigliamento, Apparel & Accessories > Clothing, CAMICIA, Convictional, delisted, DONNA, GOLDEN GOOSE, monostate-il-sellaio",false,Color,Papyrus,,Size,S,,,,,085GWP02034P1906PE25,250.020114344,shopify,deny,manual,570.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27858377_57559853_1000.webp?v=1758553910,1,"Ivory shirt with rhinestone-embellished collar, front view",false,Golden Goose Crystal-Collar Viscose-Cotton Shirt,"Golden Goose long-sleeve viscose-cotton shirt in Papyrus (ivory) with tonal stripes, concealed placket, curved hem, and rhinestone collar.",,white,,,,,,,lb,,,true,,,true,,,true,,,active
golden-goose-camicia-avorio,,,,,,,,,Papyrus,,,M,,,,,085GWP02034P1906PE25,250.020114344,shopify,deny,manual,570.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27858377_57559869_1000.webp?v=1758553910,2,"Model wearing ivory embellished-collar shirt with jeans, full front view",,,,,,,,,,,,lb,,,,,,,,,,,,
golden-goose-camicia-avorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27858377_57559878_1000.webp?v=1758553910,3,"Ivory embellished-collar shirt, three-quarter front view",,,,,,,,,,,,,,,,,,,,,,,,
golden-goose-camicia-avorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27858377_57559854_1000.webp?v=1758553910,4,"Ivory embellished-collar shirt, back view",,,,,,,,,,,,,,,,,,,,,,,,
tagliatore-giacca-tweed,Tweed Blazer Jacket,"<p>A refined tweed blazer crafted in a richly textured stretch blend for an elegant, structured look. Designed with classic tailoring, it features a single-breasted front and a back vent for comfortable movement.</p>
<ul>
  <li>Tweed fabric</li>
  <li>Virgin wool blend</li>
  <li>Acrylic, viscose, polyamide, elastane</li>
  <li>Single-breasted</li>
  <li>Back vent</li>
</ul>
<p>219JBERTHA160030AI24</p>",Tagliatore,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Sport Jackets,Outerwear,"Abbigliamento, Apparel & Accessories > Clothing, Convictional, delisted, DONNA, GIACCHE, monostate-il-sellaio, TAGLIATORE",false,Color,M1368,,Size,40,,Stagione,AI24,,219JBERTHA160030AI24,900.017980554,shopify,deny,manual,644.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24662921_54996405_1000.webp?v=1758553910,1,"",false,Tagliatore Tweed Blazer Jacket - Women's,"Women's single-breasted tweed blazer with back vent. Virgin wool blend with acrylic, viscose, polyamide, and elastane.",,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24662921_54996405_1000.webp?v=1758553910,lb,,,true,,,true,,,true,,,active
tagliatore-giacca-tweed,,,,,,,,,M1368,,,42,,,AI24,,219JBERTHA160030AI24,900.017980554,shopify,deny,manual,644.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24662921_54996399_1000.webp?v=1758553910,2,"",,,,,,,,,,,,lb,,,,,,,,,,,,
tagliatore-giacca-tweed,,,,,,,,,M1368,,,44,,,AI24,,219JBERTHA160030AI24,900.017980554,shopify,deny,manual,644.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24662921_54996401_1000.webp?v=1758553910,3,"",,,,,,,,,,,,lb,,,,,,,,,,,,
tagliatore-giacca-tweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24662921_54996406_1000.webp?v=1758553910,4,"",,,,,,,,,,,,,,,,,,,,,,,,
tagliatore-giacca-tweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24662921_54996428_1000.webp?v=1758553911,5,"",,,,,,,,,,,,,,,,,,,,,,,,
rabanne-borsa-1969-nano,1969 Nano Metal Shoulder Bag,"<p>The 1969 Nano shoulder bag is crafted from interlinked metal discs for a sculptural, light-catching silhouette. Finished with a chain strap and signature disc mesh, it delivers a sleek, jewelry-like statement that elevates any look.</p><ul>
<li>Metal construction</li>
<li>Disc mesh design</li>
<li>Shoulder chain strap</li>
<li>Color: black</li>
<li>Imported</li>
</ul><br><p>SKU: 66124PSS127MET585PE25</p>",Rabanne,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Cross Body Bags",Crossbody,"Apparel & Accessories > Handbags, BORSA TRACOLLA, BORSE, Convictional, delisted, DONNA, monostate-il-sellaio, Nuovi Arrivi, RABANNE, Wallets & Cases > Handbags",false,Color,Black,,Size,One size,,,,,66124PSS127MET585PE25,399.977751866,shopify,deny,manual,840.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22545644_52465923_1000.webp?v=1758553910,1,Black metal disc-mesh nano shoulder bag front view,false,Rabanne 1969 Nano Metal Shoulder Bag - Black,"Rabanne 1969 Nano shoulder bag in black interlinked metal discs with disc mesh design and chain strap. Sculptural, light-catching finish.",,black,,,,,,,lb,,,true,,,true,,,true,,,active
rabanne-borsa-1969-nano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22545644_52465917_1000.webp?v=1758553910,2,Angled view showing chain strap and disc links,,,,,,,,,,,,,,,,,,,,,,,,
rabanne-borsa-1969-nano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22545644_52465919_1000.jpg?v=1758553910,3,Close-up of black disc mesh detailing,,,,,,,,,,,,,,,,,,,,,,,,
rabanne-borsa-1969-nano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22545644_52465923_1000_dd1a48e3-03a7-4bce-b275-1e7c8e2a1199.webp?v=1758553910,4,"",,,,,,,,,,,,,,,,,,,,,,,,
rabanne-camicia-a-righe,Striped Cotton Shirt,"<p>Tailored in crisp cotton, this striped shirt brings a clean, modern polish to everyday dressing. Finished with a classic collar and logo-engraved metal buttons, its close fit creates a sharp, refined silhouette.</p>
<ul>
  <li>100% cotton</li>
  <li>Striped design</li>
  <li>Classic collar</li>
  <li>Logo metal buttons</li>
  <li>Fitted line</li>
</ul>
<br>
661ECT0087C00584PE25",Rabanne,Apparel & Accessories > Clothing > Clothing Tops > Shirts,Shirts,"Abbigliamento, Apparel & Accessories > Clothing, CAMICIA, Convictional, delisted, DONNA, monostate-il-sellaio, RABANNE",false,Color,Baby Blue Stripe,,Size,38,,Stagione,PE25,,661ECT0087C00584PE25,250.020114344,shopify,deny,manual,690.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28073206_57803884_1000.webp?v=1758553910,1,"",false,Rabanne Striped Cotton Shirt - Baby Blue,"Rabanne striped cotton shirt in baby blue with classic collar, fitted line, and metal logo buttons. Available in sizes 38 and 40.",,blue; white,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28073206_57803884_1000.webp?v=1758553910,lb,,,true,,,true,,,true,,,active
rabanne-camicia-a-righe,,,,,,,,,Baby Blue Stripe,,,40,,,PE25,,661ECT0087C00584PE25,250.020114344,shopify,deny,manual,690.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28073206_57804010_1000.webp?v=1758553910,2,"",,,,,,,,,,,,lb,,,,,,,,,,,,
rabanne-camicia-a-righe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28073206_57803890_1000.webp?v=1758553911,3,"",,,,,,,,,,,,,,,,,,,,,,,,
rabanne-camicia-a-righe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28073206_57803886_1000.webp?v=1758553910,4,"",,,,,,,,,,,,,,,,,,,,,,,,
rabanne-camicia-a-righe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28073206_57803878_1000.webp?v=1758553911,5,"",,,,,,,,,,,,,,,,,,,,,,,,
weekend-max-mara-maglione-ezor-righe,Striped Virgin Wool Cropped Sweater,"<p>The Ezor sweater brings a refined, modern edge to everyday knitwear, finished with a crisp striped look and a flattering cropped cut. Crafted in pure virgin wool, it features a classic crewneck and textured English rib knitting for a softly structured feel.</p>
<ul>
<li>100% virgin wool</li>
<li>Crewneck</li>
<li>English rib knit</li>
<li>Cropped at the waist</li>
<li>Striped colorway</li>
</ul>
<br>
5932525366242600AI25",Weekend max mara,Apparel & Accessories > Clothing > Clothing Tops > Sweaters,Sweaters,"Abbigliamento, Apparel & Accessories > Clothing, Convictional, delisted, DONNA, maglia, monostate-il-sellaio, Nuovi Arrivi, WEEKEND MAX MARA",false,Color,Ecru/Blue Stripe,,Size,S,,Stagione,AI25,,5932525366242600AI25,349.991872692,shopify,deny,manual,199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/WE5366245206016-w-ezor_normal.jpg?v=1758553910,1,"",false,Striped Virgin Wool Cropped Sweater | Weekend Max Mara,"Weekend Max Mara Ezor striped cropped crewneck sweater in 100% virgin wool with English rib knit for a cozy, structured feel.",,white; blue,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/WE5366245206016-w-ezor_normal.jpg?v=1758553910,lb,,,true,,,true,,,true,,,active
weekend-max-mara-maglione-ezor-righe,,,,,,,,,Ecru/Blue Stripe,,,M,,,AI25,,5932525366242600AI25,349.991872692,shopify,deny,manual,199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/WE5366245206016-b-ezor_normal.jpg?v=1758553910,2,"",,,,,,,,,,,,lb,,,,,,,,,,,,
weekend-max-mara-maglione-ezor-righe,,,,,,,,,Ecru/Blue Stripe,,,L,,,AI25,,5932525366242600AI25,349.991872692,shopify,deny,manual,199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/WE5366245206016-e-ezor_normal.jpg?v=1758553910,3,"",,,,,,,,,,,,lb,,,,,,,,,,,,
weekend-max-mara-maglione-ezor-righe,,,,,,,,,Ecru/Blue Stripe,,,XL,,,AI25,,5932525366242600AI25,349.991872692,shopify,deny,manual,199.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/WE5366245206016-d-ezor_normal.jpg?v=1758553910,4,"",,,,,,,,,,,,lb,,,,,,,,,,,,
mc-st-barth-camicia-brigitte-floreale,Brigitte Floral-Print Cotton Shirt,"<p>Cut from crisp pure cotton, this long-sleeve shirt is finished with an all-over floral print for a fresh, polished look. A classic button front and regular fit keep the silhouette timeless, while the curved hem adds effortless ease for everyday styling.</p><ul>
<li>100% cotton</li>
<li>All-over floral print</li>
<li>Long sleeves</li>
<li>Button front closure</li>
<li>Regular fit</li>
<li>Curved hem</li>
</ul><p>640BRIGITTEPE25</p>",Mc2 st.barth,Apparel & Accessories > Clothing > Clothing Tops > Shirts,Shirts,"Abbigliamento, Apparel & Accessories > Clothing, CAMICIA, Convictional, delisted, DONNA, MC2 ST. BARTH, monostate-il-sellaio",false,Color,Multicolor,,Size,XS,,,,,640BRIGITTEPE25,219.99229945,shopify,deny,manual,169.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/Z9jxxHkHoLmhXdPC2000000233772-1.jpg?v=1758553910,1,"Woman wearing multicolor floral cotton long-sleeve shirt, front view",false,Brigitte Floral-Print Cotton Shirt - Mc2 st.barth,"Brigitte floral-print cotton shirt by Mc2 st.barth. Crisp 100% cotton with button front, long sleeves, regular fit, and curved hem.",,multicolor,,,,,,,lb,,,true,,,true,,,true,,,active
